"","pid","location","yearbuilt","totval","bedrooms","bathrooms","halfbaths","pctgood","style","model","grade","occupancy","actype","bathstyle","kstyle","acres","exval"
"14069",14069,"440 PROSPECT ST #4","1900",147400,"1","1","0",80,NA,NA,NA,1,"Central","Average","Average",0,"3800"
"14070",14070,"440 PROSPECT ST #5","1900",154600,"1","1","0",80,NA,NA,NA,1,"Central","Average","Average",0,"3800"
"14071",14071,"440 PROSPECT ST #6","1900",118200,"1","1","0",80,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"14072",14072,"440 PROSPECT ST #7","1900",147500,"1","1","0",80,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"14073",14073,"440 PROSPECT ST #8","1900",159000,"1","1","0",80,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"14074",14074,"440 PROSPECT ST #9","1900",146100,"1","1","0",80,NA,NA,NA,1,"Central","Average","Average",0,"3800"
"14075",14075,"440 PROSPECT ST #10","1900",175200,"1","1","0",80,NA,NA,NA,1,"Central","Average","Average",0,"3800"
"14076",14076,"440 PROSPECT ST #11","1900",190900,"1","1","0",80,NA,NA,NA,1,"Central","Average","Average",0,"3800"
"14077",14077,"440 PROSPECT ST #12","1900",189900,"1","1","0",80,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"14078",14078,"370 CANNER ST","1888",39733000,"0","0",NA,90.5,NA,NA,NA,2,NA,NA,NA,4.82,"13500"
"14079",14079,"477 PROSPECT ST","1900",784300,"5","5","1",78,"Apt House","Multi-Fam 5-12","Vg/Exc",5,"Central","Average","Average",0.23,"11000"
"14080",14080,"CANNER ST",NA,338300,NA,NA,NA,NA,"Outbuildings",NA,NA,NA,NA,NA,NA,0.77,"No Data for Extra Features"
"14081",14081,"352 CANNER ST","1957",4936400,"0","0",NA,64.3333333333333,NA,NA,NA,84,NA,NA,NA,2.2,"12700"
"14082",14082,"341 SAINT RONAN ST",NA,3889800,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,5.76,"No Data for Extra Features"
"14083",14083,"423 PROSPECT ST","1932",45879600,"0","0",NA,78,NA,NA,NA,1,NA,NA,NA,5.51,"233700"
"14084",14084,"459 PROSPECT ST","1900",992100,"5","2","1",93,"Colonial","Single Family","Superior",1,"Central","Average","Average",0.17,"8700"
"14085",14085,"346 SAINT RONAN ST","1905",1159300,"5","4","1",78,"Colonial","Single Family","Superior +",1,"Central","Average","Average",0.38,"7300"
"14086",14086,"CANNER ST",NA,17000,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.09,"No Data for Extra Features"
"14087",14087,"320 CANNER ST","1986",688300,"4","3","1",88,"Contemporary","Single Family","Excellent",1,"Central","Average","Average",0.27,"No Data for Extra Features"
"14088",14088,"340 SAINT RONAN ST","1906",1106200,"4","4","0",68,"Colonial","Single Family","Superior",1,"Central","Average","Average",0.82,"6400"
"14089",14089,"490 PROSPECT ST","1900",3084600,"0","0",NA,63.3333333333333,NA,NA,NA,21,NA,NA,NA,1.38,"No Data for Extra Features"
"14090",14090,"470 PROSPECT ST","1955",6170800,"0","0",NA,65,NA,NA,NA,81,NA,NA,NA,3.76,"No Data for Extra Features"
"14091",14091,"SHELDON TER",NA,57400,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.14,"No Data for Extra Features"
"14092",14092,"71 SHELDON TER","1952",134100,"3","2","0",68,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.14,"No Data for Extra Features"
"14093",14093,"63 SHELDON TER","1910",244000,"6","3","0",78,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.16,"No Data for Extra Features"
"14094",14094,"SHELDON TER",NA,59100,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.18,"No Data for Extra Features"
"14095",14095,"51 SHELDON TER","1918",234000,"5","2","1",90,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.25,"8500"
"14096",14096,"45 SHELDON TER","1930",396100,"0","0",NA,60,NA,NA,NA,8,NA,NA,NA,0.24,"No Data for Extra Features"
"14097",14097,"43 SHELDON TER","1935",131500,"3","1","1",68,"Colonial","Single Family","Average",1,"None","Average","Average",0.19,"No Data for Extra Features"
"14098",14098,"35 SHELDON TER","1915",222000,"7","3","0",90,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.18,"No Data for Extra Features"
"14099",14099,"31 SHELDON TER","1915",181800,"6","3","0",78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.18,"No Data for Extra Features"
"14100",14100,"25 SHELDON TER","1918",187800,"6","3","0",68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.18,"No Data for Extra Features"
"14101",14101,"21 SHELDON TER","1926",210000,"4","2","0",78,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.18,"No Data for Extra Features"
"14102",14102,"15 SHELDON TER","1926",196900,"4","2","0",78,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.18,"No Data for Extra Features"
"14103",14103,"11 SHELDON TER","1935",127800,"1","1","1",78,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.13,"3700"
"14104",14104,"5 SHELDON TER","1928",238000,"3","1","1",78,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.31,"No Data for Extra Features"
"14105",14105,"594 PROSPECT ST #A-1","1927",359100,"3","2","0",70,NA,NA,NA,1,"Central","Average","Average",0,"3300"
"14106",14106,"594 PROSPECT ST #A-2","1927",287900,"2","1","0",70,NA,NA,NA,1,"None","Average","Average",0,"3300"
"14107",14107,"596 PROSPECT ST #A-3","1927",273600,"2","2","1",70,NA,NA,NA,1,"None","Average","Average",0,"3300"
"14108",14108,"596 PROSPECT ST #A-4","1927",334600,"3","2","0",70,NA,NA,NA,1,"Central","Average","Above Average",0,"3300"
"14109",14109,"598 PROSPECT ST #A-5","1927",331700,"3","2","0",70,NA,NA,NA,1,"None","Average","Average",0,"3300"
"14110",14110,"598 PROSPECT ST #A-6","1927",271100,"2","2","0",70,NA,NA,NA,1,"None","Average","Average",0,"3300"
"14111",14111,"600 PROSPECT ST #A-7","1927",320500,"2","1","1",80,NA,NA,NA,1,"None","Average","Average",0,"3800"
"14112",14112,"600 PROSPECT ST #A-8","1927",356100,"3","2","0",70,NA,NA,NA,1,"None","Average","Average",0,"3300"
"14113",14113,"594 PROSPECT ST #B-1","1927",356100,"3","2","0",70,NA,NA,NA,1,"None","Average","Average",0,"3300"
"14114",14114,"594 PROSPECT ST #B-2","1927",271900,"2","2","0",65,NA,NA,NA,1,"None","Average","Average",0,"3100"
"14115",14115,"596 PROSPECT ST #B-3","1927",268700,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"3300"
"14116",14116,"596 PROSPECT ST #B-4","1927",313800,"3","2",NA,70,NA,NA,NA,1,"None","Average","Average",0,"3300"
"14117",14117,"598 PROSPECT ST #B-5","1927",346100,"3","2","0",70,NA,NA,NA,1,"Central","Average","Average",0,"3300"
"14118",14118,"598 PROSPECT ST #B-6","1927",268700,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"3300"
"14119",14119,"600 PROSPECT ST #B-7","1927",295200,"2","2","1",70,NA,NA,NA,1,"None","Average","Average",0,"3300"
"14120",14120,"600 PROSPECT ST #B-8","1927",356300,"3","2","0",70,NA,NA,NA,1,"None","Average","Average",0,"3300"
"14121",14121,"594 PROSPECT ST #C-1","1927",199300,"2","1","0",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14122",14122,"594 PROSPECT ST #C-2","1927",217500,"2","1","0",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14123",14123,"596 PROSPECT ST #C-3","1927",275400,"3","1","0",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14124",14124,"596 PROSPECT ST #C-4","1927",235300,"2","1","0",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14125",14125,"598 PROSPECT ST #C-5","1927",245000,"2","1","0",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14126",14126,"598 PROSPECT ST #C-6","1927",290200,"3","1","0",70,NA,NA,NA,1,"None","Average","Average",0,"3300"
"14127",14127,"600 PROSPECT ST #C-7","1927",250900,"3","1","0",80,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"14128",14128,"600 PROSPECT ST #C-8","1927",199300,"2","1","0",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14129",14129,"584 PROSPECT ST","1920",886200,"9+","9","0",48,"Apt House","Multi-Fam 5-12","Excellent",9,"None","Average","Average",0.29,"No Data for Extra Features"
"14130",14130,"570 PROSPECT ST","1910",3613200,"30","30",NA,63.75,NA,NA,NA,36,NA,NA,NA,1.85,"No Data for Extra Features"
"14131",14131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14132",14132,"550 PROSPECT ST #1","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14133",14133,"550 PROSPECT ST #2","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14134",14134,"550 PROSPECT ST #3","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14135",14135,"550 PROSPECT ST #4","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14136",14136,"550 PROSPECT ST #5","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14137",14137,"550 PROSPECT ST #6","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14138",14138,"550 PROSPECT ST #7","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14139",14139,"550 PROSPECT ST #8","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14140",14140,"550 PROSPECT ST #9","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14141",14141,"550 PROSPECT ST #10","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14142",14142,"550 PROSPECT ST #11","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14143",14143,"550 PROSPECT ST #12","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14144",14144,"550 PROSPECT ST #13","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14145",14145,"550 PROSPECT ST #14","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14146",14146,"550 PROSPECT ST #15","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14147",14147,"550 PROSPECT ST #16","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14148",14148,"550 PROSPECT ST #17","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14149",14149,"550 PROSPECT ST #18","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14150",14150,"550 PROSPECT ST #19","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14151",14151,"550 PROSPECT ST #20","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14152",14152,"550 PROSPECT ST #21","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14153",14153,"550 PROSPECT ST #22","1964",176000,"2","1","1",70,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"14154",14154,"500 PROSPECT ST #2A","1988",225800,"2","1","0",90,NA,NA,NA,1,"Central","Average","Average",0,"4200"
"14155",14155,"500 PROSPECT ST #2B","1988",229300,"2","1","0",90,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"14156",14156,"500 PROSPECT #3A","1988",194900,"2","1","0",86,NA,NA,NA,1,"Central","Average","Average",0,"4000"
"14157",14157,"500 PROSPECT ST #3B","1988",222400,"2","1","0",90,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"14158",14158,"500 PROSPECT ST #4A","1988",219200,"2","1","0",90,NA,NA,NA,1,"Central","Average","Average",0,"4200"
"14159",14159,"500 PROSPECT ST #4B","1988",206700,"2","1","0",90,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"14160",14160,"500 PROSPECT ST #C","1988",251200,"2","2","0",90,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"14161",14161,"500 PROSPECT ST #D","1988",251200,"2","2","0",90,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"14162",14162,"500 PROSPECT ST #E","1988",251200,"2","2","0",90,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"14163",14163,"500 PROSPECT ST #F","1988",251200,"2","2","0",90,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"14164",14164,"500 PROSPECT ST #G","1988",260300,"1","2","0",90,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"14165",14165,"500 PROSPECT ST #C","1988",251200,"2","2","0",90,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"14166",14166,"500 PROSPECT ST #D","1988",251200,"2","2","0",90,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"14167",14167,"500 PROSPECT ST #E","1988",255400,"2","2","0",90,NA,NA,NA,1,"Central","Average","Average",0,"4200"
"14168",14168,"500 PROSPECT ST #2F","1988",251200,"2","2","0",90,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"14169",14169,"500 PROSPECT ST #G","1988",264500,"2","2","0",90,NA,NA,NA,1,"Central","Average","Average",0,"4200"
"14170",14170,"500 PROSPECT ST #C","1988",251200,"2","2","0",90,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"14171",14171,"500 PROSPECT ST #D","1988",255400,"2","2","0",90,NA,NA,NA,1,"Central","Average","Average",0,"4200"
"14172",14172,"500 PROSPECT ST #E","1988",251200,"2","2","0",90,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"14173",14173,"500 PROSPECT ST #F","1988",251200,"2","2","0",90,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"14174",14174,"500 PROSPECT ST #G","1988",260300,"2","2","0",90,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
